Car_Age,KM_Driven,Fuel_Type,Transmission,Mileage,Engine,Owner_Type,Selling_Price
3,100667,CNG,Manual,27.95,1943,Fourth & Above,1.18
12,59318,Diesel,Automatic,20.36,2131,Third,20.6
3,108423,CNG,Automatic,19.11,2353,Second,13.41
14,108998,Diesel,Automatic,10.62,2606,Second,14.42
15,65128,Petrol,Manual,27.58,2900,Fourth & Above,17.12
14,26869,Petrol,Automatic,10.26,1605,First,11.35
7,10039,Electric,Automatic,28.9,2255,First,3.77
17,157353,Diesel,Manual,19.78,851,First,3.47
12,117935,Petrol,Manual,16.84,871,First,19.1
4,15442,Diesel,Manual,28.48,827,Second,6.3
9,78788,Petrol,Manual,10.49,1268,Second,1.67
6,124729,CNG,Automatic,21.63,1563,Fourth & Above,24.51
16,32586,Petrol,Manual,20.98,2224,First,24.53
2,58053,Electric,Manual,14.39,1619,First,10.08
8,186561,CNG,Manual,18.58,2289,Fourth & Above,1.61
11,91346,Electric,Manual,23.05,2475,Fourth & Above,18.45
13,72087,CNG,Automatic,24.54,1359,Fourth & Above,20.94
17,148697,Diesel,Manual,10.01,1178,Third,4.0
8,39397,Electric,Automatic,28.74,2718,Fourth & Above,4.25
18,63671,Petrol,Manual,13.29,1875,Fourth & Above,20.73
18,121214,Diesel,Automatic,14.67,878,Third,23.13
14,71897,Petrol,Automatic,15.27,2208,First,19.98
15,162221,CNG,Manual,10.76,1633,Second,5.82
6,196102,CNG,Automatic,12.46,1831,First,10.88
11,141355,Petrol,Manual,29.73,2872,Second,15.42
13,143682,Petrol,Automatic,16.3,1249,Second,4.85
1,179398,Diesel,Automatic,12.31,2792,Fourth & Above,6.05
6,19924,Petrol,Automatic,12.14,2284,Fourth & Above,7.79
9,118143,Electric,Manual,24.39,2542,Third,13.23
8,115253,Electric,Automatic,27.09,2770,First,13.26
11,105297,Petrol,Manual,15.14,2350,First,20.54
19,5869,Electric,Automatic,10.42,1489,Second,19.07
9,102088,Petrol,Automatic,14.46,2790,Fourth & Above,22.93
17,6014,Diesel,Automatic,11.13,2201,Fourth & Above,20.99
12,15103,Electric,Automatic,12.07,1386,First,7.09
14,115317,Electric,Automatic,18.63,2951,Third,8.95
15,169530,Petrol,Automatic,14.6,2629,Fourth & Above,13.01
16,87409,Electric,Manual,20.32,2785,Third,1.34
1,28248,CNG,Manual,15.07,1426,First,22.69
10,179588,Diesel,Manual,28.81,2831,First,2.06
8,165133,Diesel,Automatic,28.12,1163,Third,8.74
18,160242,Electric,Manual,21.34,2982,Fourth & Above,14.66
1,13024,Electric,Automatic,17.09,1173,First,13.43
2,90947,CNG,Manual,17.62,2886,Second,16.71
1,179875,CNG,Manual,18.24,2787,First,13.66
1,155368,Electric,Automatic,24.55,2894,Fourth & Above,6.5
9,96829,Electric,Automatic,19.03,2883,Second,5.83
13,97708,CNG,Manual,27.13,2942,First,22.77
1,91664,Petrol,Manual,28.88,2184,Fourth & Above,7.34
13,154329,CNG,Manual,16.72,2348,Fourth & Above,7.74
7,148927,Petrol,Manual,21.21,1969,First,10.91
2,90178,Diesel,Automatic,11.9,2740,Fourth & Above,4.35
6,106121,Diesel,Manual,14.01,1167,Third,13.17
7,25025,CNG,Automatic,18.27,864,Second,16.96
14,140530,Petrol,Automatic,14.12,1553,Third,19.86
18,68610,CNG,Manual,27.53,2343,First,18.07
15,75843,CNG,Automatic,13.17,2835,Third,4.54
2,112237,Petrol,Manual,19.11,2676,First,11.95
10,185903,CNG,Automatic,22.11,2378,First,1.93
12,179499,Diesel,Automatic,23.84,1555,Fourth & Above,1.43
17,135299,Electric,Manual,17.66,2324,Fourth & Above,11.56
8,174578,Electric,Automatic,27.38,1396,First,7.07
11,10668,CNG,Automatic,21.37,2634,Second,17.4
3,183267,Petrol,Manual,18.79,2195,Second,18.38
6,78233,Petrol,Automatic,11.34,2386,Second,22.49
9,160489,Diesel,Automatic,19.29,911,Third,19.26
6,86982,Petrol,Manual,26.41,1252,First,2.16
9,111133,Petrol,Manual,22.29,2986,Fourth & Above,9.92
7,15751,Diesel,Automatic,26.64,2671,Third,7.55
9,51218,CNG,Automatic,19.88,2062,Third,10.27
18,131649,Electric,Automatic,12.37,1052,Fourth & Above,4.84
12,12352,Diesel,Manual,10.27,2804,First,3.34
8,93835,CNG,Automatic,16.06,2259,Third,13.5
8,102493,Diesel,Automatic,23.96,2742,First,18.29
18,33927,CNG,Automatic,25.81,2126,First,17.85
15,177166,Diesel,Automatic,15.92,2919,First,11.82
7,106948,CNG,Automatic,19.91,2657,Fourth & Above,13.53
11,190194,Diesel,Automatic,18.42,1900,First,13.39
16,34493,CNG,Manual,18.21,861,Third,17.6
4,36707,Diesel,Manual,14.63,2294,Fourth & Above,2.15
6,143368,Electric,Automatic,12.73,1980,Fourth & Above,18.04
3,161470,Electric,Automatic,13.93,1605,Third,14.97
9,40842,Petrol,Manual,11.11,2972,Fourth & Above,5.75
10,18261,CNG,Manual,13.96,2675,Third,2.18
14,81709,Diesel,Manual,10.18,1340,Second,3.6
11,100985,CNG,Automatic,22.55,1425,Third,13.59
18,111616,Electric,Automatic,16.33,2414,Fourth & Above,19.2
12,192776,CNG,Automatic,29.46,905,Third,9.03
12,72173,Diesel,Automatic,13.87,1954,Second,10.1
13,36781,CNG,Manual,16.92,2508,First,23.42
13,18652,Diesel,Manual,17.16,2708,First,6.11
19,10103,Electric,Manual,10.17,2849,First,3.49
19,30500,Electric,Manual,26.78,1168,Fourth & Above,9.24
14,105336,Electric,Automatic,10.64,2074,Second,18.9
4,171601,Petrol,Automatic,28.8,1745,Third,16.03
13,118499,Electric,Manual,27.84,1092,Third,10.98
8,154524,CNG,Manual,20.71,1383,Third,24.15
19,54393,Petrol,Manual,20.87,2970,Third,18.64
12,167246,Electric,Manual,23.08,1564,Fourth & Above,2.48
18,171508,CNG,Manual,17.74,2912,Fourth & Above,18.87
6,52406,CNG,Automatic,22.94,2104,Second,1.58
18,68059,CNG,Automatic,10.9,2214,Third,16.61
19,152026,Diesel,Manual,11.08,1227,First,6.05
5,87722,Petrol,Manual,19.14,2814,Fourth & Above,17.71
9,17356,CNG,Manual,20.99,906,Second,8.43
3,133128,Diesel,Automatic,27.76,1458,Second,21.95
10,7187,Electric,Automatic,12.09,1982,Fourth & Above,9.09
19,82243,CNG,Automatic,26.45,2025,First,15.87
3,40098,Diesel,Manual,14.2,954,First,7.86
15,157297,CNG,Automatic,17.88,1695,Third,23.01
1,139678,Petrol,Manual,16.33,2321,Fourth & Above,19.74
7,62620,Petrol,Automatic,18.0,2420,First,6.84
12,168900,Electric,Automatic,13.01,1792,Fourth & Above,23.77
17,131270,CNG,Automatic,20.07,2123,Second,9.57
5,162561,Diesel,Manual,26.03,2185,Second,16.64
4,19387,Electric,Manual,18.83,2101,Second,18.83
12,74463,CNG,Automatic,19.81,1558,Fourth & Above,1.55
18,138663,Electric,Manual,26.98,1546,Third,24.02
17,184588,Diesel,Manual,24.12,1392,Third,9.27
19,96683,Electric,Manual,19.81,2348,First,5.55
9,67061,Electric,Manual,15.15,815,Fourth & Above,21.42
4,86257,Electric,Manual,27.7,1792,Third,17.87
2,66753,CNG,Manual,21.54,1868,Fourth & Above,3.08
4,89774,Diesel,Manual,14.42,2144,Third,3.81
2,147159,Petrol,Automatic,15.38,2995,Second,18.16
15,166888,CNG,Manual,26.06,1502,Second,2.79
2,28408,Petrol,Manual,10.88,1412,First,23.01
4,129116,Petrol,Automatic,29.84,904,Second,18.8
6,136208,CNG,Automatic,12.61,2297,Third,9.05
7,22413,CNG,Automatic,25.92,1195,First,9.71
10,118650,Diesel,Automatic,17.9,2810,First,13.16
19,64500,Diesel,Manual,19.84,1650,Second,9.66
19,89514,Electric,Automatic,27.61,2788,Fourth & Above,19.8
12,61358,Petrol,Automatic,18.26,1241,Second,24.39
3,71197,Diesel,Manual,20.75,2468,Second,15.03
13,168926,Electric,Manual,10.99,1672,First,11.7
18,81240,Diesel,Manual,10.05,1466,Second,6.35
8,21322,CNG,Automatic,14.9,1851,Third,16.68
15,118053,Diesel,Manual,23.61,1427,First,17.45
1,11968,Petrol,Automatic,12.43,2228,Second,17.44
3,32518,Diesel,Manual,12.28,1147,Fourth & Above,1.65
8,56925,Petrol,Manual,18.22,2063,Third,22.58
4,195920,CNG,Automatic,22.96,1817,Fourth & Above,9.11
16,116900,Petrol,Manual,24.24,1369,Third,18.86
10,98422,Diesel,Manual,13.57,2873,Fourth & Above,19.24
12,6700,Electric,Manual,11.59,2752,Second,16.61
14,98782,CNG,Manual,28.81,2151,Third,10.48
14,28199,Diesel,Manual,15.21,1469,First,15.6
2,180661,CNG,Automatic,27.07,1517,First,1.96
5,168187,CNG,Automatic,27.27,1066,Fourth & Above,19.29
5,198006,Diesel,Manual,25.45,2238,Fourth & Above,3.39
6,190388,Diesel,Automatic,13.38,2156,Fourth & Above,10.52
13,10520,Electric,Automatic,26.44,1822,Third,3.49
9,114814,CNG,Automatic,25.39,2837,First,21.09
15,172527,CNG,Manual,21.93,1364,Second,14.21
14,128364,Diesel,Manual,16.74,2070,Third,17.58
7,177677,Petrol,Manual,15.25,1859,Fourth & Above,17.38
2,19955,Diesel,Automatic,12.44,2224,First,21.2
7,180121,CNG,Automatic,20.2,827,Fourth & Above,4.18
6,149989,Diesel,Manual,21.71,1019,Second,16.83
17,69925,Electric,Manual,17.19,1205,Second,14.8
2,112216,Petrol,Automatic,19.51,2437,First,1.74
3,75269,Diesel,Automatic,17.27,2598,Third,5.83
5,167026,Electric,Manual,22.82,2559,Second,7.42
5,46458,CNG,Automatic,28.03,2474,Second,2.74
1,94037,Diesel,Automatic,13.28,1591,Second,9.51
8,157185,CNG,Automatic,17.63,1762,Second,1.65
12,104977,Electric,Automatic,12.82,2109,Fourth & Above,14.28
4,48939,CNG,Automatic,22.5,1633,Fourth & Above,6.08
13,34345,Electric,Automatic,24.58,1116,Third,7.89
15,182385,Electric,Automatic,28.64,2120,First,22.85
11,115107,Electric,Manual,15.58,2130,First,13.07
10,126866,Diesel,Manual,29.0,1150,First,7.46
3,74166,CNG,Automatic,11.27,1310,Second,15.36
14,183933,CNG,Automatic,22.06,1291,Fourth & Above,5.84
16,102406,Petrol,Automatic,11.14,2731,Fourth & Above,2.79
10,54298,Petrol,Manual,27.88,2417,Third,1.5
10,183293,Petrol,Manual,20.6,2856,First,23.84
12,49942,Petrol,Automatic,23.39,2320,Fourth & Above,18.39
9,8453,CNG,Manual,26.63,2383,Third,20.2
1,107811,Electric,Automatic,13.01,2375,First,24.54
5,59935,Electric,Automatic,10.77,2561,Second,23.36
8,127439,Diesel,Automatic,27.58,2791,Fourth & Above,18.69
11,179442,Electric,Automatic,16.3,2068,Fourth & Above,17.66
12,13328,CNG,Automatic,12.58,2880,First,9.08
1,20534,CNG,Automatic,19.37,1846,Second,3.5
11,90280,CNG,Automatic,21.97,848,Second,14.77
5,41320,Diesel,Manual,10.62,1261,Fourth & Above,14.83
15,54170,Petrol,Automatic,15.5,1135,First,23.85
5,105546,Electric,Manual,10.66,2181,Third,11.62
12,85201,CNG,Automatic,18.41,1945,Fourth & Above,17.58
5,13640,CNG,Automatic,27.9,1158,Second,14.8
17,166121,Petrol,Manual,29.65,992,Third,5.24
17,141690,CNG,Manual,22.74,2239,First,15.21
12,192125,Electric,Automatic,13.23,2200,Second,13.96
15,137992,Diesel,Manual,28.12,1555,Third,12.85
15,48937,CNG,Automatic,20.32,2484,Fourth & Above,13.32
6,148279,Electric,Automatic,13.07,1627,Second,4.94
12,169044,CNG,Manual,28.43,1689,First,12.12
18,146871,Petrol,Manual,25.15,1452,Second,15.54
14,164988,CNG,Manual,24.63,2721,Fourth & Above,12.75
2,75463,CNG,Manual,24.18,1650,First,12.73
9,98500,Diesel,Automatic,14.01,910,Fourth & Above,2.86
5,42158,Petrol,Manual,14.22,1419,Third,5.58
1,89607,Petrol,Manual,23.77,1592,Second,8.7
3,124639,Diesel,Manual,14.39,2897,Fourth & Above,11.06
6,76696,CNG,Manual,18.77,1957,Third,15.25
5,66510,Electric,Manual,25.64,1387,First,21.72
5,125076,Petrol,Automatic,25.68,2109,First,4.82
1,63692,Petrol,Automatic,19.07,2757,Third,1.36
17,135841,CNG,Manual,25.84,1096,Third,11.78
19,197816,CNG,Manual,26.77,2429,First,11.37
14,20810,Petrol,Automatic,23.1,1368,Fourth & Above,14.25
12,141198,CNG,Manual,14.57,1987,Third,21.0
10,166081,Electric,Automatic,15.48,1631,Fourth & Above,20.26
18,116718,Petrol,Automatic,16.3,1409,First,3.4
11,95932,Electric,Manual,12.34,815,Fourth & Above,23.42
2,5192,Electric,Automatic,15.46,2169,Fourth & Above,3.65
18,41413,CNG,Manual,14.19,871,Third,16.23
7,148888,Electric,Manual,19.11,1069,Fourth & Above,17.14
15,44082,CNG,Automatic,28.17,1086,Fourth & Above,17.32
11,70048,Diesel,Automatic,12.09,865,Fourth & Above,7.37
18,128130,CNG,Manual,24.41,1679,First,8.93
12,55940,Electric,Automatic,23.75,867,First,14.17
6,168202,Diesel,Manual,11.92,2016,Second,5.79
13,45142,CNG,Automatic,28.45,2202,First,1.49
16,41468,Electric,Automatic,21.37,1773,First,14.49
18,166770,Petrol,Manual,17.27,1307,Second,12.17
10,146727,Petrol,Manual,25.13,1925,Second,16.76
8,183969,CNG,Manual,15.15,1685,Third,4.52
18,166147,CNG,Automatic,23.87,2787,Third,21.18
1,145431,Petrol,Manual,10.79,1574,First,4.51
8,134048,Electric,Manual,26.79,1725,Fourth & Above,22.39
6,47056,Electric,Automatic,18.96,919,Third,11.79
5,56831,Electric,Automatic,22.73,2738,Third,14.2
15,64191,CNG,Manual,14.42,1287,First,22.52
15,126948,Diesel,Manual,23.54,2925,Fourth & Above,8.2
2,169344,Diesel,Manual,25.44,1240,Second,5.36
1,113117,Diesel,Manual,19.46,1261,Second,11.7
11,19671,Diesel,Automatic,22.35,1411,First,6.86
10,32048,Diesel,Automatic,19.13,2117,First,13.67
18,30963,CNG,Manual,27.88,2459,Fourth & Above,7.61
18,48954,CNG,Manual,19.96,1716,First,21.75
17,100430,Diesel,Manual,26.84,805,First,15.58
8,5717,CNG,Automatic,26.03,1480,First,1.01
15,16676,CNG,Manual,18.21,2443,Fourth & Above,20.33
8,140506,Diesel,Manual,14.6,898,First,8.93
17,185882,Electric,Automatic,18.12,1325,Third,8.68
12,123696,CNG,Automatic,26.52,1980,Fourth & Above,10.19
8,135830,Electric,Manual,14.55,2489,Third,16.13
14,9994,CNG,Manual,20.49,1938,Fourth & Above,11.61
4,9234,CNG,Automatic,26.12,1195,Third,16.09
1,74300,Diesel,Manual,17.07,1569,Fourth & Above,4.52
1,48949,CNG,Manual,22.84,2626,Second,24.28
19,42405,Petrol,Automatic,14.91,2345,First,18.51
16,39872,Petrol,Automatic,12.19,1482,First,7.0
14,47215,Diesel,Automatic,25.89,2356,Fourth & Above,18.38
16,28185,Electric,Manual,11.98,814,Third,14.8
5,179514,Electric,Automatic,15.43,2036,Second,3.62
9,187831,Electric,Automatic,27.1,804,Third,5.28
2,46153,Petrol,Manual,16.93,2708,First,1.99
18,82535,Electric,Manual,29.46,2225,First,20.42
6,138653,Electric,Automatic,29.59,2407,Third,14.24
9,56717,Diesel,Automatic,15.37,968,Fourth & Above,8.6
1,7763,Electric,Manual,10.82,1591,Fourth & Above,4.03
9,97910,Petrol,Manual,24.1,1799,Third,12.62
16,60480,Petrol,Automatic,19.02,951,First,13.61
13,174831,Petrol,Automatic,12.02,1303,Third,17.85
9,123094,Diesel,Manual,24.15,2373,First,24.28
13,161379,Diesel,Automatic,10.62,2891,Third,11.44
9,16064,CNG,Manual,27.4,1303,Fourth & Above,10.74
11,81848,Electric,Automatic,12.77,1642,Second,9.88
4,42548,Diesel,Manual,12.55,1150,First,20.85
2,173017,Petrol,Manual,13.51,2870,Second,4.75
6,184009,Petrol,Automatic,29.21,2459,Fourth & Above,9.25
14,11476,Diesel,Automatic,23.86,1397,Third,18.4
4,187828,Diesel,Manual,26.03,1866,Fourth & Above,1.38
6,95101,Diesel,Automatic,17.95,839,Second,7.95
19,7382,CNG,Automatic,16.73,974,Fourth & Above,16.39
6,185755,Petrol,Automatic,14.69,1798,Fourth & Above,5.46
2,181348,CNG,Manual,19.61,2284,Third,8.27
18,169474,CNG,Automatic,21.04,2016,Second,12.67
13,163018,Electric,Automatic,22.64,1635,Second,11.13
9,84698,Petrol,Manual,15.14,1859,Second,3.54
19,158407,Petrol,Automatic,28.97,1697,First,23.52
13,50095,Diesel,Automatic,13.4,2363,Fourth & Above,2.06
11,134974,Diesel,Manual,29.31,1846,Second,18.99
1,32197,Electric,Manual,10.3,1731,Fourth & Above,2.71
7,132619,CNG,Automatic,19.62,2938,Third,12.22
15,27010,Diesel,Automatic,16.67,2051,Third,5.21
1,160195,Diesel,Manual,18.98,2025,First,4.39
12,92923,Petrol,Manual,21.41,2173,First,4.02
7,138962,Petrol,Automatic,18.71,1861,Third,11.87
15,135526,Diesel,Automatic,18.3,1299,Second,13.37
19,114162,Petrol,Automatic,24.65,2522,Third,4.2
1,125927,Electric,Manual,23.72,2915,Fourth & Above,24.51
17,13026,Diesel,Automatic,26.67,2563,First,7.19
17,69925,Petrol,Manual,15.0,2970,First,12.01
3,73842,Electric,Manual,22.19,2508,Third,6.19
12,38665,Petrol,Manual,21.7,1135,Second,12.85
6,14277,Petrol,Automatic,17.39,1976,Second,19.14
11,178311,Petrol,Automatic,19.72,1578,Fourth & Above,13.51
3,183736,Diesel,Automatic,16.28,1985,First,7.86
8,53008,CNG,Manual,12.84,2733,Third,6.96
14,19683,Petrol,Automatic,14.28,2266,Third,19.21
14,136742,Electric,Manual,12.11,2361,First,3.84
10,153961,Diesel,Manual,23.66,1738,Third,9.88
2,191684,Diesel,Manual,23.21,1603,First,4.64
14,180607,Electric,Manual,29.01,2735,Second,7.19
9,83542,Petrol,Manual,24.59,1433,Second,4.66
3,59319,CNG,Manual,11.04,2053,Third,22.28
8,97067,Petrol,Automatic,27.68,1882,Second,18.57
16,157711,Electric,Manual,27.25,2943,Second,14.46
2,152705,Diesel,Automatic,18.87,2085,Fourth & Above,6.39
6,170732,CNG,Manual,21.72,1153,First,13.25
12,73975,Diesel,Automatic,29.52,1959,First,13.5
5,168244,Electric,Automatic,20.65,2685,Third,15.17
2,195269,Petrol,Automatic,28.11,2618,First,2.44
16,106158,CNG,Automatic,11.66,1766,Fourth & Above,24.35
5,194919,Diesel,Manual,13.82,1969,Third,12.17
15,16577,Diesel,Manual,18.82,2347,Third,23.24
12,82299,Diesel,Manual,21.7,2934,First,1.24
4,25176,Petrol,Manual,26.32,908,Second,6.94
15,180458,CNG,Automatic,29.77,2168,Second,3.5
11,68972,Petrol,Automatic,17.78,2557,Second,19.47
16,125018,Petrol,Automatic,10.95,1793,Second,8.68
6,177075,Petrol,Manual,26.02,2317,Fourth & Above,21.17
14,24996,Electric,Automatic,22.09,2156,Third,20.98
18,105922,Electric,Manual,13.97,1621,Second,17.03
12,91598,Electric,Automatic,19.9,1736,Fourth & Above,16.98
11,40931,CNG,Automatic,24.85,990,Third,17.8
13,129168,Petrol,Automatic,25.41,2796,First,17.17
11,171782,Petrol,Automatic,19.99,1732,First,10.29
16,128099,Electric,Automatic,16.1,941,Fourth & Above,17.39
15,39693,Petrol,Manual,29.47,2692,Third,22.54
15,171812,Petrol,Automatic,23.27,1365,Second,8.98
4,113944,Diesel,Manual,18.16,2082,Third,23.68
11,22374,Petrol,Manual,15.61,2262,Second,1.33
19,86471,Diesel,Manual,24.62,1934,Fourth & Above,9.38
15,50913,Petrol,Manual,14.84,1543,Second,4.17
4,128683,CNG,Manual,13.43,1472,Fourth & Above,4.04
13,49516,Electric,Manual,20.6,1330,Third,20.57
19,92796,Diesel,Manual,15.8,2113,Third,23.04
2,31069,Electric,Manual,22.58,1361,Second,19.67
14,123333,Diesel,Automatic,12.36,2333,Third,24.44
4,192305,Diesel,Automatic,23.1,1101,Second,6.19
16,89811,Diesel,Manual,15.67,984,Third,4.38
14,195121,CNG,Manual,10.0,1309,First,13.5
15,123028,Petrol,Manual,12.54,2133,Second,20.9
3,44178,Diesel,Automatic,28.67,2169,Fourth & Above,1.96
8,37821,CNG,Automatic,27.35,1594,First,24.89
16,187799,Diesel,Manual,14.67,2323,Fourth & Above,15.45
10,197007,Petrol,Manual,25.57,1560,Third,24.49
4,21999,Diesel,Automatic,22.17,2994,First,9.76
18,198594,CNG,Automatic,29.42,1234,Third,11.99
2,43712,Petrol,Manual,17.47,2342,Second,19.06
17,176244,CNG,Manual,23.63,2838,Fourth & Above,20.02
13,38722,Petrol,Manual,11.27,2506,Third,6.59
4,15625,Petrol,Manual,17.92,868,Fourth & Above,23.32
11,11859,Electric,Automatic,29.28,2429,Fourth & Above,21.82
7,177681,Electric,Automatic,20.78,2704,Third,1.44
12,179379,Electric,Manual,15.76,1353,Second,4.09
10,115986,Petrol,Manual,12.41,2860,Fourth & Above,12.91
7,26839,Diesel,Manual,24.07,2097,Third,12.06
13,32216,CNG,Automatic,22.9,2898,Second,18.0
7,57953,CNG,Manual,17.48,1299,Third,3.15
17,196665,CNG,Manual,29.02,2329,Second,16.48
10,54522,Electric,Manual,10.44,2311,Fourth & Above,15.79
10,140958,Petrol,Automatic,16.07,1078,First,6.61
4,116249,Electric,Manual,28.42,1882,Third,14.02
4,12485,Diesel,Automatic,16.42,1245,Fourth & Above,6.33
7,167527,Petrol,Manual,15.05,2960,Third,4.53
1,152839,CNG,Manual,20.68,1635,Third,14.76
12,117701,Electric,Manual,26.48,1554,Second,24.46
13,164525,Electric,Automatic,12.06,2645,Third,6.69
10,107638,Diesel,Manual,28.86,2392,Second,9.53
15,189514,Diesel,Manual,25.9,2312,Fourth & Above,7.16
13,187949,Electric,Automatic,13.63,2230,Third,7.4
9,17226,Diesel,Automatic,24.24,1883,Fourth & Above,10.7
9,98405,CNG,Automatic,17.7,2390,First,17.84
15,27588,Diesel,Manual,18.05,2708,Fourth & Above,1.93
10,167781,Diesel,Automatic,25.67,1822,Third,23.97
10,183860,Electric,Manual,29.26,2361,First,2.11
8,42019,Electric,Automatic,12.53,976,Second,22.15
16,181020,Petrol,Automatic,18.41,1646,First,22.47
17,70133,Petrol,Automatic,19.62,2048,Third,13.59
5,119444,Electric,Manual,17.53,2400,Third,4.29
4,122603,Diesel,Manual,17.26,2404,Fourth & Above,14.56
18,163598,Diesel,Manual,11.05,2775,Second,16.09
19,133585,Petrol,Manual,23.71,2856,Third,21.59
4,188270,Petrol,Manual,18.72,1035,Third,14.22
7,48395,Petrol,Manual,13.9,1509,Second,10.86
10,160103,CNG,Manual,26.32,1593,Second,21.12
18,130814,CNG,Manual,26.05,2734,Fourth & Above,24.54
19,173773,Petrol,Manual,19.73,2469,First,16.48
4,117599,Diesel,Automatic,15.97,826,Second,21.99
10,30939,Petrol,Automatic,22.76,2026,Third,15.37
1,185217,CNG,Manual,15.76,884,Second,17.55
18,156396,Diesel,Manual,14.72,2655,Third,17.52
5,158939,CNG,Manual,24.61,1922,Fourth & Above,17.91
15,5203,Diesel,Manual,10.81,2013,First,8.7
17,152616,CNG,Automatic,11.9,811,Fourth & Above,14.82
3,151971,Diesel,Automatic,10.14,1812,Second,15.26
12,34063,Diesel,Manual,13.06,2548,Third,8.56
2,95880,Diesel,Automatic,11.38,2676,Second,9.4
1,8748,Diesel,Automatic,29.92,2117,Second,19.29
17,122269,Electric,Manual,15.78,2183,Second,14.99
16,85764,CNG,Manual,12.99,2478,Second,4.58
5,156956,CNG,Manual,14.82,979,First,21.1
15,161255,Electric,Manual,28.72,1596,Third,22.19
3,113036,Diesel,Automatic,20.4,2267,Second,12.19
7,155331,Diesel,Manual,17.3,2824,Third,6.01
11,172031,CNG,Automatic,27.47,1686,First,23.74
10,121525,Electric,Manual,17.9,1989,Third,22.17
9,169529,Diesel,Automatic,16.7,2475,Third,6.87
14,90679,Diesel,Manual,14.15,2319,First,3.29
13,130829,Diesel,Manual,17.56,1570,Second,11.58
2,133216,Petrol,Automatic,16.33,2078,Third,17.23
3,138175,Electric,Automatic,23.55,1758,Fourth & Above,5.21
7,70901,Diesel,Automatic,15.79,1716,Third,13.32
18,180607,Petrol,Manual,21.54,2870,Second,11.21
3,152175,Electric,Automatic,11.32,2581,Fourth & Above,22.37
10,103046,Diesel,Automatic,13.83,1138,Second,11.31
7,95012,CNG,Automatic,18.15,2316,Third,13.81
9,83278,Petrol,Automatic,28.74,2195,First,23.93
17,17391,Petrol,Automatic,17.55,1714,Second,8.19
11,107476,Diesel,Automatic,23.28,2653,Second,7.94
7,164973,Diesel,Automatic,15.1,1274,First,20.19
14,125721,Petrol,Automatic,12.54,2246,Third,7.66
19,102537,CNG,Automatic,11.17,2179,Second,20.96
4,86159,CNG,Manual,16.11,2283,Third,3.29
6,136040,Electric,Manual,13.15,2874,Third,3.67
10,186429,Diesel,Automatic,13.48,1600,Third,22.63
7,174509,CNG,Manual,25.22,2046,First,13.98
13,40503,Electric,Manual,10.32,1663,Third,18.25
14,80403,CNG,Automatic,21.16,1971,Third,6.41
4,177330,Diesel,Automatic,17.59,1538,Fourth & Above,4.99
8,169796,Electric,Automatic,20.13,2174,Fourth & Above,21.04
5,69286,Electric,Automatic,21.26,1781,Fourth & Above,9.61
1,79842,Electric,Automatic,16.27,2888,Second,11.92
4,109927,CNG,Automatic,15.9,1811,Second,1.67
3,19908,Diesel,Manual,24.67,2926,Fourth & Above,10.26
9,186698,Electric,Automatic,27.43,1516,First,19.49
8,42228,Petrol,Manual,13.85,2607,First,20.71
1,28386,Diesel,Automatic,11.95,2273,Fourth & Above,17.77
6,182826,Petrol,Automatic,27.96,1965,Second,17.61
9,33302,Petrol,Manual,17.0,1409,Second,13.15
7,65815,Electric,Automatic,21.03,2983,First,13.92
4,68344,Electric,Automatic,17.19,2612,Third,18.82
13,171690,CNG,Manual,12.52,2135,First,6.94
17,116603,CNG,Automatic,21.79,1354,Third,6.56
2,66114,CNG,Manual,20.5,2455,Second,23.8
5,30525,Diesel,Automatic,14.06,2555,Second,1.66
12,84818,CNG,Automatic,19.04,845,Fourth & Above,4.35
8,119589,Petrol,Manual,25.94,2059,Second,14.69
6,150406,CNG,Automatic,21.81,1871,Third,18.71
8,99715,Electric,Manual,11.94,2931,First,13.91
18,198839,CNG,Manual,20.96,1342,Fourth & Above,9.52
3,11644,Diesel,Manual,24.05,2251,Third,24.47
12,106154,Diesel,Automatic,25.85,2918,First,17.89
3,169005,Petrol,Automatic,22.58,2792,First,20.95
6,48469,Diesel,Manual,13.05,1712,First,1.97
2,169759,CNG,Automatic,24.2,1868,Second,6.66
12,111609,Electric,Automatic,23.55,1611,First,9.98
2,188728,Diesel,Automatic,10.49,2288,Second,5.38
6,153447,Petrol,Manual,18.23,2708,First,2.75
17,70206,CNG,Automatic,16.66,2373,First,6.4
3,101462,Petrol,Manual,23.39,1666,Second,13.81
2,172679,Diesel,Automatic,14.32,2566,Second,17.7
8,88178,Diesel,Automatic,21.82,1379,Third,19.58
12,160065,Petrol,Manual,28.26,2242,First,2.03
4,180458,CNG,Automatic,25.96,1497,Second,11.27
5,182359,Diesel,Manual,28.43,2776,Third,3.93
13,91724,Electric,Automatic,29.57,1525,Third,11.35
15,101393,Diesel,Manual,10.21,1085,Second,11.42
16,132314,CNG,Automatic,22.45,2691,First,12.96
10,81312,Diesel,Automatic,18.26,1369,Third,22.43
16,80324,Petrol,Automatic,27.2,2764,First,20.32
12,76196,Diesel,Manual,15.04,2313,First,16.28
17,75014,Diesel,Manual,29.62,1297,Third,22.25
16,144282,CNG,Manual,22.27,2717,Second,17.28
12,146994,Petrol,Automatic,25.87,1504,First,20.65
8,172361,CNG,Manual,11.71,2156,Fourth & Above,14.53
